post_title,sku,stock,regular_price,sale_price,whole_price,weight,product_url,low_stock_amount,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_brand,attribute_data:pa_brand,attribute_default:pa_brand,attribute:pa_gift-card-amount,attribute_data:pa_gift-card-amount,attribute_default:pa_gift-card-amount,attribute:pa_line,attribute_data:pa_line,attribute_default:pa_line,attribute:pa_number,attribute_data:pa_number,attribute_default:pa_number
Zepto Hand Sanitizer 50 ml,CH1701,56,70,60,,,,,simple,rated-5,Cosmetics > Corona Safety|Cosmetics|Cosmetics > Skin &amp; Personal Care > Hand &amp; Foot Care|Cosmetics > Skin &amp; Personal Care > Hand &amp; Foot Care > Hand Wash|Cosmetics > Non Discounted,,,,,,,,,,,,,,
The Ordinary Hyaluronic Acid 2% + B5,CF11201,4,1250,1190,,,,1,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Serum &amp; Oil|Cosmetics > Skin &amp; Personal Care,,,The Ordinary,0|1|0,,,,,The Ordinary Face Serum &amp; Oil,1|1|0,,20,2|0|0,
The Ordinary Caffeine Solution 5% + EGCG,CF11301,-1,1250,1190,,,,1,simple,outofstock,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Serum &amp; Oil|Cosmetics > Skin &amp; Personal Care,,,The Ordinary,0|1|0,,,,,The Ordinary Face Serum &amp; Oil,1|1|0,,20,2|0|0,
The Ordinary Lactic Acid 10% + HA 2%,CF11401,4,1250,1190,,,,1,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Serum &amp; Oil|Cosmetics > Skin &amp; Personal Care,,,The Ordinary,0|1|0,,,,,The Ordinary Face Serum &amp; Oil,1|1|0,,20,2|0|0,
Superdrug Natural Fashion False Eyelashes 201,E390201,10,350,290,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Eye Makeup|Cosmetics > Makeup > Eye Makeup > False Eyelashes|Cosmetics > Makeup,,,Superdrug,0|1|0,,,,,Superdrug False Eyelashes,1|1|0,,20,2|0|0,
Superdrug Natural Fashion False Eyelashes 301,E390301,10,350,290,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Eye Makeup|Cosmetics > Makeup > Eye Makeup > False Eyelashes|Cosmetics > Makeup,,,Superdrug,0|1|0,,,,,Superdrug False Eyelashes,1|1|0,,20,2|0|0,
Superdrug Natural Fashion False Eyelashes 302,E390302,10,350,290,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Eye Makeup|Cosmetics > Makeup > Eye Makeup > False Eyelashes|Cosmetics > Makeup,,,Superdrug,0|1|0,,,,,Superdrug False Eyelashes,1|1|0,,20,2|0|0,
Superdrug Natural Fashion False Eyelashes 303,E390303,10,350,290,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Eye Makeup|Cosmetics > Makeup > Eye Makeup > False Eyelashes|Cosmetics > Makeup,,,Superdrug,0|1|0,,,,,Superdrug False Eyelashes,1|1|0,,20,2|0|0,
W7 Mini Power Puffs Makeup Sponge,T2601,6,400,290,,,,1,simple,,Cosmetics|Cosmetics > Tools &amp; Accessories > Makeup Accessories|Cosmetics > Tools &amp; Accessories > Makeup Accessories > Sponges &amp; Applicators|Cosmetics > Tools &amp; Accessories,,,W7,0|1|0,,,,,W7 Sponge &amp; Applicator,1|1|0,,20,2|0|0,
Makeup Revolution Duo Brow Pencil Dark Brown,E4101,10,500,399,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Eye Makeup > Eye Brow Enhancers|Cosmetics > Makeup > Eye Makeup|Cosmetics > Makeup,,,Makeup Revolution,0|1|0,,,,,Makeup Revolution Eye Brow Enhancer,1|1|0,,20,2|0|0,
Maybelline Fit Me Concealer 05 Ivory,F7605,3,900,790,,,,1,simple,,Cosmetics > Makeup > Face Makeup > Concealer|Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup,,,Maybelline,0|1|0,,,,,Maybelline Concealer,1|1|0,,20,2|0|0,
Maybelline Fit Me Concealer 15 Fair,F76015,3,900,790,,,,1,simple,,Cosmetics > Makeup > Face Makeup > Concealer|Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup,,,Maybelline,0|1|0,,,,,Maybelline Concealer,1|1|0,,20,2|0|0,
Maybelline Fit Me Concealer 20 Sand,F76020,2,900,790,,,,1,simple,,Cosmetics > Makeup > Face Makeup > Concealer|Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup,,,Maybelline,0|1|0,,,,,Maybelline Concealer,1|1|0,,20,2|0|0,
Maybelline Fit Me Concealer 35 Deep,F76035,3,900,790,,,,1,simple,,Cosmetics > Makeup > Face Makeup > Concealer|Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup,,,Maybelline,0|1|0,,,,,Maybelline Concealer,1|1|0,,20,2|0|0,
Maybelline Fit Me Concealer 25 Medium,F76025,3,900,790,,,,1,simple,,Cosmetics > Makeup > Face Makeup > Concealer|Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup,,,Maybelline,0|1|0,,,,,Maybelline Concealer,1|1|0,,20,2|0|0,
NYX Soft Matte Lip Cream - Amsterdam,L4601,6,750,650,,,,1,simple,,Cosmetics|Cosmetics > Lip|Cosmetics > Lip > Lipstick,,,NYX,0|1|0,,,,,NYX Lipstick,1|1|0,,20,2|0|0,
NYX Soft Matte Lip Cream - Monte Carlo,L4602,6,750,650,,,,1,simple,,Cosmetics|Cosmetics > Lip|Cosmetics > Lip > Lipstick,,,NYX,0|1|0,,,,,NYX Lipstick,1|1|0,,20,2|0|0,
NYX Soft Matte Lip Cream - Prague,L4603,6,750,650,,,,1,simple,,Cosmetics|Cosmetics > Lip|Cosmetics > Lip > Lipstick,,,NYX,0|1|0,,,,,NYX Lipstick,1|1|0,,20,2|0|0,
NYX Soft Matte Lip Cream - Copenhagen,L4604,5,750,650,,,,1,simple,,Cosmetics|Cosmetics > Lip|Cosmetics > Lip > Lipstick,,,NYX,0|1|0,,,,,NYX Lipstick,1|1|0,,20,2|0|0,
NYX Soft Matte Lip Cream - Sao Paulo,L4605,6,750,650,,,,1,simple,,Cosmetics|Cosmetics > Lip|Cosmetics > Lip > Lipstick,,,NYX,0|1|0,,,,,NYX Lipstick,1|1|0,,20,2|0|0,
NYX Soft Matte Lip Cream - Shanghai,L4606,6,750,650,,,,1,simple,,Cosmetics|Cosmetics > Lip|Cosmetics > Lip > Lipstick,,,NYX,0|1|0,,,,,NYX Lipstick,1|1|0,,20,2|0|0,
I Heart Revolution Teddy Bear Palette Gold,E4201,15,1200,849,,,,1,simple,featured,Cosmetics|Cosmetics > Makeup > Eye Makeup|Cosmetics > Makeup > Eye Makeup > Eye Shadow|Cosmetics > Makeup,,,Makeup Revolution,0|1|0,,,,,Makeup Revolution Eye Shadow,1|1|0,,20,2|0|0,
Pixi Glow Tonic 100ml,CF11501,-1,1500,1290,,,,1,simple,outofstock,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care|Cosmetics > Skin &amp; Personal Care > Face Care > Toner &amp; Astringent,,,Pixi,0|1|0,,,,,Pixi Toner,1|1|0,,20,2|0|0,
Pixi Rose Tonic 100ml,CF11601,0,1500,1299,,,,1,simple,outofstock,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care|Cosmetics > Skin &amp; Personal Care > Face Care > Toner &amp; Astringent,,,Pixi,0|1|0,,,,,Pixi Toner,1|1|0,,20,2|0|0,
Neutrogena Hydro Boost Water Gel,CF5701,1,1550,1449,,,,1,simple,rated-5,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Moisturizer|Cosmetics > Non Discounted,,,Neutrogena,0|1|0,,,,,Neutrogena Moisturizer,1|1|0,,20,2|0|0,
Savlon Instant Hand Sanitizer Tube 25 ml,CH1501,-5,50,,,,,,simple,outofstock,Cosmetics > Corona Safety|Cosmetics|Cosmetics > Skin &amp; Personal Care > Hand &amp; Foot Care|Cosmetics > Skin &amp; Personal Care > Hand &amp; Foot Care > Hand Sanitizer|Cosmetics > Skin &amp; Personal Care > Hand &amp; Foot Care > Hand Wash|Cosmetics > Non Discounted,,,,,,,,,,,,,,
Savlon Instant Hand Sanitizer 50 ml,CH1601,69,80,75,,,,,simple,,Cosmetics > Corona Safety|Cosmetics|Cosmetics > Skin &amp; Personal Care > Hand &amp; Foot Care|Cosmetics > Skin &amp; Personal Care > Hand &amp; Foot Care > Hand Sanitizer|Cosmetics > Skin &amp; Personal Care > Hand &amp; Foot Care > Hand Wash|Cosmetics > Non Discounted,,,Savlon,0|1|0,,,,,Savlon Hand Sanitizer,1|1|0,,20,2|0|0,
Dove Derma Spa Youthful Vitality Hand Cream,CH1801,2,480,390,,,,1,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Hand &amp; Foot Care|Cosmetics > Skin &amp; Personal Care > Hand &amp; Foot Care > Hand Cream|Cosmetics > Skin &amp; Personal Care,,,Dove,0|1|0,,,,,Dove Hand Cream,1|1|0,,20,2|0|0,
Natural World Chia Seed Oil Volume & Shine Conditioner,H8301,4,850,790,,,,1,simple,,Cosmetics > Hair > Hair Care > Conditioner|Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care,,,Natural World,0|1|0,,,,,Natural World Conditioner,1|1|0,,20,2|0|0,
Dove Silk Glow Body Wash,CS3401,0,350,320,,,,1,simple,outofstock,Cosmetics > Skin &amp; Personal Care > Bath &amp; Shower|Cosmetics|Cosmetics > Skin &amp; Personal Care > Bath &amp; Shower > Shower Gels &amp; Body Wash|Cosmetics > Skin &amp; Personal Care,,,Dove,0|1|0,,,,,Dove Body Wash,1|1|0,,20,2|0|0,
Maybelline Superstay Full Coverage Foundation - 36 Warm Sun,F77036,1,1380,1250,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup > Face Makeup > Foundation|Cosmetics > Makeup,,,Maybelline,0|1|0,,,,,Maybelline Foundation,1|1|0,,20,2|0|0,
Maybelline Superstay Full Coverage Foundation - 03 True Ivory,F7703,1,1380,1250,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup > Face Makeup > Foundation|Cosmetics > Makeup,,,Maybelline,0|1|0,,,,,Maybelline Foundation,1|1|0,,20,2|0|0,
Maybelline Superstay Full Coverage Foundation - 51 Caramel Beige,F77051,1,1380,1250,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup > Face Makeup > Foundation|Cosmetics > Makeup,,,Maybelline,0|1|0,,,,,Maybelline Foundation,1|1|0,,20,2|0|0,
Maybelline Superstay Full Coverage Foundation - 40 Fawn,F77040,1,1380,1250,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup > Face Makeup > Foundation|Cosmetics > Makeup,,,Maybelline,0|1|0,,,,,Maybelline Foundation,1|1|0,,20,2|0|0,
Maybelline Superstay Full Coverage Foundation – 05 Light Beige,F7705,1,1380,1250,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup > Face Makeup > Foundation|Cosmetics > Makeup,,,Maybelline,0|1|0,,,,,Maybelline Foundation,1|1|0,,20,2|0|0,
Maybelline Superstay Full Coverage Foundation – 21 Nude Beige,F77021,1,1380,1250,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup > Face Makeup > Foundation|Cosmetics > Makeup,,,Maybelline,0|1|0,,,,,Maybelline Foundation,1|1|0,,20,2|0|0,
Maybelline Superstay Full Coverage Foundation – 10 Ivory,F77010,1,1380,1250,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup > Face Makeup > Foundation|Cosmetics > Makeup,,,Maybelline,0|1|0,,,,,Maybelline Foundation,1|1|0,,20,2|0|0,
Maybelline Superstay Full Coverage Foundation – 58 True Caramel,F77058,1,1380,1250,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup > Face Makeup > Foundation|Cosmetics > Makeup,,,Maybelline,0|1|0,,,,,Maybelline Foundation,1|1|0,,20,2|0|0,
Maybelline Superstay Full Coverage Foundation – 30 Sand,F77030,1,1380,1250,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup > Face Makeup > Foundation|Cosmetics > Makeup,,,Maybelline,0|1|0,,,,,Maybelline Foundation,1|1|0,,20,2|0|0,
Rimmel Scandaleyes Waterproof Kohl Kajal - 002 Sparkling Black,E2802,3,650,590,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Eye Makeup|Cosmetics > Makeup > Eye Makeup > Kajal|Cosmetics > Makeup,,,Rimmel,0|1|0,,,,,Rimmel Kajal,1|1|0,,20,2|0|0,
Garnier Moisture Bomb Antioxidant Super Moisturising Gel Cream,CF11701,1,1150,1050,,,,1,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Moisturizer|Cosmetics > Skin &amp; Personal Care,,,Garnier,0|1|0,,,,,Garnier Moisturizer,1|1|0,,20,2|0|0,
Wet n Wild Color Icon Brow Pencil - E6231 Brunettes Do It Better,E4306231,8,350,290,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Eye Makeup > Eye Brow Enhancers|Cosmetics > Makeup > Eye Makeup|Cosmetics > Makeup,,,Wet n Wild,0|1|0,,,,,Wet n Wild Eye Brow Enhancer,1|1|0,,20,2|0|0,
Garnier Skin Active Micellar Milky Cleansing Water 400ml,F7801,2,1100,990,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup|Cosmetics > Makeup > Face Makeup > Makeup Remover,,,Garnier,0|1|0,,,,,Garnier Makeup Remover,1|1|0,,20,2|0|0,
Palmer's Tummy Butter for Pregnancy Stretch Marks,CB2101,3,900,850,,,,1,simple,,Cosmetics > Skin &amp; Personal Care > Body Care > Anti-Stretch Mark Creams|Cosmetics > Skin &amp; Personal Care > Body Care|Cosmetics|Cosmetics > Skin &amp; Personal Care,,,Palmer's,0|1|0,,,,,Palmers Anti Stretch Mark Cream,1|1|0,,20,2|0|0,
Palmer's Cocoa Butter Formula Skin Therapy Oil,CB2201,2,950,890,,,,1,simple,,Cosmetics > Skin &amp; Personal Care > Body Care > Anti-Stretch Mark Oil|Cosmetics > Skin &amp; Personal Care > Body Care|Cosmetics|Cosmetics > Skin &amp; Personal Care,,,Palmer's,0|1|0,,,,,Palmer's Anti-stretch Mark Oil,1|1|0,,20,2|0|0,
L'Oreal Paris Age Perfect Micellar Water 400 ml,F7901,1,1200,1090,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup|Cosmetics > Makeup > Face Makeup > Makeup Remover,,,L'Oreal,0|1|0,,,,,L'Oreal Makeup Remover,1|1|0,,20,2|0|0,
Garnier Skin Active Micellar Oil-Infused Cleansing Wipes,F8101,2,350,320,,,,1,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Makeup > Face Makeup|Cosmetics > Skin &amp; Personal Care > Face Care > Facial Wipes|Cosmetics > Makeup|Cosmetics > Makeup > Face Makeup > Makeup Remover|Cosmetics > Skin &amp; Personal Care,,,Garnier,0|1|0,,,,,Garnier Makeup Remover,1|1|0,,20,2|0|0,
L'Oreal Magic Retouch Instant Root Concealer Spray - Medium Iced Brown,H8401,1,1100,990,,,,1,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Styling > Hair Color|Cosmetics > Hair > Hair Styling > Hair Spray|Cosmetics > Hair > Hair Styling,,,L'Oreal,0|1|0,,,,,L'Oreal Hair Colour|L'Oreal Hair Spray,1|1|0,,20,2|0|0,
Dove Shea Butter Soap,CS3501,6,140,120,,,,1,simple,,Cosmetics > Skin &amp; Personal Care > Bath &amp; Shower|Cosmetics|Cosmetics > Skin &amp; Personal Care|Cosmetics > Skin &amp; Personal Care > Bath &amp; Shower > Soaps,,,Dove,0|1|0,,,,,Dove Soap,1|1|0,,20,2|0|0,
Dove Beauty Cream Bar Soap,CS3601,3,140,120,,,,1,simple,,Cosmetics > Skin &amp; Personal Care > Bath &amp; Shower|Cosmetics|Cosmetics > Skin &amp; Personal Care|Cosmetics > Skin &amp; Personal Care > Bath &amp; Shower > Soaps,,,Dove,0|1|0,,,,,Dove Soap,1|1|0,,20,2|0|0,
Porcelana Skin Lightening Night Cream,CF11802,0,1500,1350,,,,1,simple,outofstock,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care > Day &amp; Night Cream|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Night Cream|Cosmetics > Skin &amp; Personal Care,,,Porcelana,0|1|0,,,,,Porcelana Night Cream,1|1|0,,20,2|0|0,
Dove Nourishing Secrets Glowing Ritual Body Wash,,1,500,450,,,,1,simple,,Uncategorized,,,,,,,,,,,,,,
"Garnier Pure Active 3 in 1 Clay Wash, Scrub & Mask 150 ml",CF1190150,2,750,650,,,,1,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Face Wash|Cosmetics > Skin &amp; Personal Care > Face Care > Masks &amp; Peels|Cosmetics > Skin &amp; Personal Care > Face Care > Scrub &amp; Exfoliator|Cosmetics > Skin &amp; Personal Care,,,Garnier,0|1|0,,,,,Garnier Face Wash|Garnier Scrub &amp; Exfoliator,1|1|0,,20,2|0|0,
"Garnier Pure Active 3 in 1 Clay Wash, Scrub & Mask 50 ml",CF119050,3,350,320,,,,1,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Face Wash|Cosmetics > Skin &amp; Personal Care > Face Care > Masks &amp; Peels|Cosmetics > Skin &amp; Personal Care > Face Care > Scrub &amp; Exfoliator|Cosmetics > Skin &amp; Personal Care,,,Garnier,0|1|0,,,,,Garnier Face Wash|Garnier Scrub &amp; Exfoliator,1|1|0,,20,2|0|0,
Porcelana Skin Lightening Day Cream,CF11801,4,1500,1350,,,,1,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care > Day &amp; Night Cream|Cosmetics > Skin &amp; Personal Care > Face Care > Day Cream|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care,,,Porcelana,0|1|0,,,,,Porcelana Day Cream,1|1|0,,20,2|0|0,
L'Oreal Paris Hydra Genius Aloe Water for Normal to Combination Skin,CF3702,0,1450,1190,,,,,simple,outofstock,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Moisturizer|Cosmetics > Skin &amp; Personal Care,,,L'Oreal,0|1|0,,,,,L'Oreal Moisturizer,1|1|0,,20,2|0|0,
Neutrogena Oil Free Acne Wash 177 ml (USA),CF6802,5,1050,950,,,,1,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Face Wash|Cosmetics > Skin &amp; Personal Care,,,Neutrogena,0|1|0,,,,,Neutrogena Face Wash,1|1|0,,20,2|0|0,
Dove Purely Pampering Shea Butter Body Wash with Warm Vanilla,CS3701,1,500,450,,,,1,simple,,Cosmetics > Skin &amp; Personal Care > Bath &amp; Shower|Cosmetics|Cosmetics > Skin &amp; Personal Care > Bath &amp; Shower > Shower Gels &amp; Body Wash|Cosmetics > Skin &amp; Personal Care,,,Dove,0|1|0,,,,,Dove Body Wash,1|1|0,,20,2|0|0,
Neutrogena Hydro Boost Water Gel Cleanser,CF12101,2,1050,950,,,,1,simple,,Cosmetics > Skin &amp; Personal Care > Face Care > Cleanser|Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care,,,Neutrogena,0|1|0,,,,,Neutrogena Cleanser,1|1|0,,20,2|0|0,
Aztec Secret Indian Healing Clay,CF12201,13,2250,1850,,,,1,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Masks &amp; Peels|Cosmetics > Skin &amp; Personal Care,,,Aztec Secret,0|1|0,,,,,Aztec Secret Face Masks &amp; Peels,1|1|0,,20,2|0|0,
Beauty Formulas Vitamin E Legs & Body Hair Removal Wax Strips,CY1401,3,290,,,,,1,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Shaving &amp; Hair Removal|Cosmetics > Skin &amp; Personal Care,,,Beauty Formulas,0|1|0,,,,,Beauty Formulas Hair Remover,1|1|0,,20,2|0|0,
Zepto Hand Sanitizer 500 ml,CH1702,13,550,490,,,,1,simple,,Cosmetics > Corona Safety|Cosmetics|Cosmetics > Skin &amp; Personal Care > Hand &amp; Foot Care|Cosmetics > Skin &amp; Personal Care > Hand &amp; Foot Care > Hand Sanitizer|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care,,,Zepto,0|1|0,,,,,Zepto Hand Sanitizer,1|1|0,,20,2|0|0,
Zepto Disinfectant Spray 500 ml,S1101,-2,160,150,,,,1,simple,outofstock,Cosmetics > Corona Safety|Cosmetics > Non Discounted,,,Zepto,0|1|0,,,,,Zepto Disinfectant Spray,1|1|0,,20,2|0|0,
Odomos Non-Sticky Mosquito Repellent Cream 50g,S1201,6,100,,,,,1,simple,,Home &amp; Kitchen|Home &amp; Kitchen > Mosquito Control|Cosmetics > Non Discounted,,,Odomos,0|1|0,,,,,Odomos Mosquito Repellent Cream,1|1|0,,20,2|0|0,
Odomos Non-Sticky Mosquito Repellent Cream 100g,S1301,6,150,,,,,1,simple,,Home &amp; Kitchen|Home &amp; Kitchen > Mosquito Control|Cosmetics > Non Discounted,,,Odomos,0|1|0,,,,,Odomos Mosquito Repellent Cream,1|1|0,,20,2|0|0,
OGX Brazilian Keratin Smooth Shampoo & Conditioner Combo,,3,2600,2390,,,,1,simple,,Cosmetics > Hair > Hair Care > Conditioner|Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care|Cosmetics > Non Discounted|Cosmetics > Hair > Hair Care > Shampoo,,,OGX,0|1|0,,,,,OGX Conditioner|OGX Shampoo,1|1|0,,20,2|0|0,
Wet n Wild MegaGlo Blushlighter - Highlight Bling,F8201,4,750,599,,,,1,simple,,Cosmetics > Makeup > Face Makeup > Blush|Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup > Face Makeup > Highlighter|Cosmetics > Makeup,,,Wet n Wild,0|1|0,,,,,Wet n Wild Blush|Wet n Wild Highlighter,1|1|0,,20,2|0|0,
L'Oreal Paris Preference Permanent Hair Colour - 4.15 Caracas Intense Deep Brown,H2701,3,1400,1250,,,,1,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Styling > Hair Color|Cosmetics > Hair > Hair Styling,,,L'Oreal,0|1|0,,,,,L'Oreal Hair Colour,1|1|0,,20,2|0|0,
McCons KN95 Face Mask (5 Layers),,-1,150,85,,,,5,simple,outofstock|rated-5,Cosmetics > Corona Safety|Cosmetics > Non Discounted,,,,,,,,,,,,,,
McCons KN95 Face Mask Combo (5 Masks),,0,750,399,,,,,simple,outofstock|rated-5,Cosmetics > Corona Safety|Cosmetics > Non Discounted,,,,,,,,,,,,,,
Gift Card,,,555,,,,,,simple,,Gift Card|Cosmetics > Non Discounted,,,,,,৳3000|৳2000|৳1500|৳5000|৳1000|৳4000|৳500,0|1|1,,,,,,,
L'Oreal Paris Preference Permanent Hair Colour - 8 California Light Blonde,H2801,6,1400,1250,,,,1,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Styling > Hair Color|Cosmetics > Hair > Hair Styling,,,L'Oreal,0|1|0,,,,,L'Oreal Hair Colour,1|1|0,,20,2|0|0,
L'Oreal Paris Preference Permanent Hair Colour -7.3 Florida Golden Blonde,H2901,1,1400,1250,,,,,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Styling > Hair Color|Cosmetics > Hair > Hair Styling,,,L'Oreal,0|1|0,,,,,L'Oreal Hair Colour,1|1|0,,20,2|0|0,
L'Oreal Paris Preference Permanent Hair Colour - 7.0 Vienna Blonde,H3101,3,1400,1250,,,,,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Styling > Hair Color|Cosmetics > Hair > Hair Styling,,,L'Oreal,0|1|0,,,,,L'Oreal Hair Colour,1|1|0,,20,2|0|0,
L'Oreal Paris Preference Permanent Hair Colour - 10.1 Helsinki Very Light Ash Blonde,H3201,1,1400,1250,,,,1,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Styling > Hair Color|Cosmetics > Hair > Hair Styling,,,L'Oreal,0|1|0,,,,,L'Oreal Hair Colour,1|1|0,,20,2|0|0,
L'Oreal Paris Preference Balayage for Dark Blonde to Light Brown Hair,H3301,3,1400,1250,,,,1,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Styling > Hair Color|Cosmetics > Hair > Hair Styling,,,L'Oreal,0|1|0,,,,,L'Oreal Hair Colour,1|1|0,,20,2|0|0,
L'Oreal Paris Preference Glam Blonde 3 Hair Colour For Light Brown to Dark Blonde Hair,H3401,2,1400,1250,,,,1,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Styling > Hair Color|Cosmetics > Hair > Hair Styling,,,L'Oreal,0|1|0,,,,,L'Oreal Hair Colour,1|1|0,,20,2|0|0,
L'Oreal Paris Colorista Bright Red Permanent Gel Hair Colour,H3501,3,1400,1250,,,,,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Styling > Hair Color|Cosmetics > Hair > Hair Styling,,,L'Oreal,0|1|0,,,,,L'Oreal Hair Colour,1|1|0,,20,2|0|0,
L'Oreal Paris Colorista Copper Permanent Gel Hair Colour,H3601,3,1400,1250,,,,,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Styling > Hair Color|Cosmetics > Hair > Hair Styling,,,L'Oreal,0|1|0,,,,,L'Oreal Hair Colour,1|1|0,,20,2|0|0,
L'Oreal Paris Colorista Violet Permanent Gel Hair Colour,H3701,2,1400,1250,,,,,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Styling > Hair Color|Cosmetics > Hair > Hair Styling,,,L'Oreal,0|1|0,,,,,L'Oreal Hair Colour,1|1|0,,20,2|0|0,
L'Oreal Paris Colorista Deep Black Permanent Gel Hair Colour,H3801,3,1400,1250,,,,1,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Styling > Hair Color|Cosmetics > Hair > Hair Styling,,,L'Oreal,0|1|0,,,,,L'Oreal Hair Colour,1|1|0,,20,2|0|0,
L'Oreal Paris Colorista Blue Black Permanent Gel Hair Colour,H3901,0,1400,1250,,,,,simple,outofstock,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Styling > Hair Color|Cosmetics > Hair > Hair Styling,,,L'Oreal,0|1|0,,,,,L'Oreal Hair Colour,1|1|0,,20,2|0|0,
Savlon Disinfectant Spray 300 ml,,,350,325,,,,,simple,,Cosmetics > Corona Safety|Cosmetics > Non Discounted,,,,,,,,,,,,,,
The Body Shop Vitamin E Hydrating Toner,,,1450,1250,,,,,simple,,Uncategorized,,,,,,,,,,,,,,
