post_title,sku,stock,regular_price,sale_price,whole_price,weight,product_url,low_stock_amount,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_brand,attribute_data:pa_brand,attribute_default:pa_brand,attribute:pa_gift-card-amount,attribute_data:pa_gift-card-amount,attribute_default:pa_gift-card-amount,attribute:pa_line,attribute_data:pa_line,attribute_default:pa_line,attribute:pa_number,attribute_data:pa_number,attribute_default:pa_number
ACI Aerosol Insect Spray 350 ml,,20,245,,,,,,simple,,Home &amp; Kitchen|Home &amp; Kitchen > Mosquito Control,,,ACI,0|1|0,,,,,ACI INSECT SPRAY,1|1|0,,20,2|1|0,
ACI Aerosol Insect Spray 475 ml,,20,305,,,,,,simple,,Home &amp; Kitchen|Home &amp; Kitchen > Mosquito Control,,,ACI,1|1|0,,,,,ACI INSECT SPRAY,2|1|0,,20,3|1|0,
Savlon Instant Hand Sanitizer 200 ml,,23,200,190,,,,,simple,,Cosmetics > Corona Safety,,,Savlon,0|1|0,,,,,Savlon Sanitizer,1|1|0,,20,2|0|0,
Freedom Heavy Flow Wings Sanitary Napkin 8 Pads,,10,110,99,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin|Cosmetics > Skin &amp; Personal Care,,,Freedom,0|1|0,,,,,Freedom Sanitary Napkin,1|1|0,,20,2|0|0,
Freedom Ultra Wings Sanitary Napkin 8 Pads,,21,120,110,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin,,,Freedom,0|1|0,,,,,Freedom Sanitary Napkin,1|1|0,,20,2|0|0,
Freedom Teens Sanitary Napkin 8 Pads,,24,100,95,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin,,,Freedom,0|1|0,,,,,Freedom Sanitary Napkin,1|1|0,,20,2|0|0,
Senora Economy Pack Belt System Sanitary Napkin 15 Pads,,12,130,119,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin,,,Senora,0|1|0,,,,,Senora Sanitary Napkin,1|1|0,,20,2|0|0,
Senora Confidence Panty System Sanitary Napkin 10 Pads,,40,120,110,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin,,,Senora,0|1|0,,,,,Senora Sanitary Napkin,1|1|0,,20,2|0|0,
Senora Ultra Thin Panty System Sanitary Napkin 8 Pads,,22,110,99,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin,,,Senora,0|1|0,,,,,Senora Sanitary Napkin,1|1|0,,20,2|0|0,
Senora Regular Belt System Sanitary Napkin 5 Pads,,23,50,45,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin,,,Senora,0|1|0,,,,,Senora Sanitary Napkin,1|1|0,,20,2|0|0,
Senora Regular Panty System Sanitary Napkin 10 Pads,,24,100,95,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin,,,Senora,0|1|0,,,,,Senora Sanitary Napkin,1|1|0,,20,2|0|0,
Senora Economy Pack Panty System Sanitary Napkin 15 Pads,,12,130,119,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin,,,Senora,0|1|0,,,,,Senora Sanitary Napkin,1|1|0,,20,2|0|0,
Senora Regular Belt System Sanitary Napkin 10 Pads,,24,100,95,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin,,,Senora,0|1|0,,,,,Senora Sanitary Napkin,1|1|0,,20,2|0|0,
Senora Confidence Panty System Sanitary Napkin 14+2 Pads,,11,160,,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin,,,Senora,0|1|0,,,,,Senora Sanitary Napkin,1|1|0,,20,2|0|0,
Square Femina Antibacterial Sanitary Napkin 8 Pads,,7,45,42,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin,,,Femina,0|1|0,,,,,Femina Sanitary Napkin,1|1|0,,20,2|0|0,
Senora Confidence Panty System Sanitary Napkin 5 Pads,,12,65,60,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin,,,Senora,0|1|0,,,,,Senora Sanitary Napkin,1|1|0,,20,2|0|0,
Senora Confidence Super Long Sanitary Napkin 8+2 Pads,,12,110,105,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin,,,Senora,0|1|0,,,,,Senora Sanitary Napkin,1|1|0,,20,2|0|0,
Freedom Heavy Flow Wings Sanitary Napkin 16 Pads,,5,200,190,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin|Cosmetics > Skin &amp; Personal Care,,,Freedom,0|1|0,,,,,Freedom Sanitary Napkin,1|1|0,,20,2|0|0,
Joya Regular Flow Wings Sanitary Napkin 8 Pads,,24,70,65,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin|Cosmetics > Skin &amp; Personal Care,,,Joya,0|1|0,,,,,Joya Sanitary Napkin,1|1|0,,20,2|0|0,
Joya Ultra Comfort Wings Sanitary Napkin 8 Pads,,21,100,90,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin|Cosmetics > Skin &amp; Personal Care,,,Joya,0|1|0,,,,,Joya Sanitary Napkin,1|1|0,,20,2|0|0,
Joya Extra Heavy Flow Wings Sanitary Napkin 8 Pads,,24,110,99,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin|Cosmetics > Skin &amp; Personal Care,,,Joya,0|1|0,,,,,Joya Sanitary Napkin,1|1|0,,20,2|0|0,
Joya All Night Wings Sanitary Napkin 8 Pads,,23,120,110,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin|Cosmetics > Skin &amp; Personal Care,,,Joya,0|1|0,,,,,Joya Sanitary Napkin,1|1|0,,20,2|0|0,
Joya Regular Flow Belt System Sanitary Napkin - 8 Pads,,21,60,55,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Non Discounted|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Sanitary Napkin|Cosmetics > Skin &amp; Personal Care,,,Joya,0|1|0,,,,,Joya Sanitary Napkin,1|1|0,,20,2|0|0,
Savlon Instant Hand Sanitizer 50 ml Tube,,70,80,75,,,,,simple,,Cosmetics > Corona Safety|Cosmetics > Non Discounted,,,Savlon,0|1|0,,,,,Savlon Hand Sanitizer,1|1|0,,20,2|0|0,
St. Ives Acne Control Oil Free Apricot Scrub (USA),,4,550,530,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Scrub &amp; Exfoliator,,,St. Ives,0|1|0,,,,,St. Ives Facial Scrub,1|1|0,,20,2|0|0,
Clearasil Gentle Prevention Daily Clean Wash (USA),,5,1400,1190,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Face Wash,,,Clearasil,0|1|0,,,,,Clearasil Face Wash,1|1|0,,20,2|0|0,
Clearasil Multi-Action 5 in 1 Exfoliating Scrub (UK),,2,850,749,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Scrub &amp; Exfoliator,,,Clearasil,0|1|0,,,,,Clearasil Face Scrub,1|1|0,,20,2|0|0,
Simple Kind to Skin Replenishing Rich Moisturizer (UK),,1,950,720,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Moisturizer,,,Simple,0|1|0,,,,,Simple Moisturizer,1|1|0,,20,2|0|0,
Follow Me Green Tea Anti-Hair Fall Shampoo,,2,585,,,,,,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care|Cosmetics > Hair > Hair Care > Shampoo,,,Follow Me,0|1|0,,,,,Follow Me Shampoo,1|1|0,,20,2|0|0,
Follow Me Green Tea Anti-Hair Fall Conditioner,,2,585,,,,,,simple,,Cosmetics > Hair > Hair Care > Conditioner|Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care,,,Follow Me,0|1|0,,,,,Follow Me Conditioner,1|1|0,,20,2|0|0,
Garnier Ultimate Blends Argan Richness Shampoo (UK) - 250ml,,4,550,490,,,,,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care|Cosmetics > Hair > Hair Care > Shampoo,,,Garnier,0|1|0,,,,,Garnier Shampoo,1|1|0,,20,2|0|0,
Garnier Ultimate Blends Argan Richness Shampoo (UK) - 360 ml,,2,800,690,,,,,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care|Cosmetics > Hair > Hair Care > Shampoo,,,Garnier,0|1|0,,,,,Garnier Shampoo,1|1|0,,20,2|0|0,
Garnier Ultimate Blends Almond Crush Conditioner,,0,800,750,,,,0,simple,outofstock,Cosmetics > Hair > Hair Care > Conditioner|Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care,,,Garnier,0|1|0,,,,,Garnier Conditioner,1|1|0,,20,2|0|0,
Himalaya Anti-Hairfall Shampoo,,5,500,420,,,,,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care|Cosmetics > Hair > Hair Care > Shampoo,,,Himalaya,0|1|0,,,,,Himalaya Shampoo,1|1|0,,20,2|0|0,
Simply Cotton Round Cosmetics Pads (UK),,,,,,,,,,,,,,,,,,,,,,,,,
Beauty Formulas Tea Tree Deep Cleansing Nose Pore Strips,,,,,,,,,,,,,,,,,,,,,,,,,
Simply Cotton Round Cosmetics Pads (UK) - 100 pads,,0,330,249,,,,,simple,outofstock,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup|Cosmetics > Makeup > Face Makeup > Makeup Remover,,,Simply,0|1|0,,,,,Simply Makeup Remover,1|1|0,,20,2|0|0,
Simply Cotton Round Cosmetics Pads (UK) - 500 pads,,1,1050,990,,,,,simple,,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup|Cosmetics > Makeup > Face Makeup > Makeup Remover,,,Simply,0|1|0,,,,,Simply Makeup Remover,1|1|0,,20,2|0|0,
Himalaya Purifying Neem Face Wash,,6,220,,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Face Wash,,,Himalaya,0|1|0,,,,,Himalaya Face Wash,1|1|0,,20,2|0|0,
Chique 6Pc Face Kit (UK),,1,700,599,,,,,simple,,Cosmetics > Tools &amp; Accessories > Makeup Accessories > Brush Set|Cosmetics|Cosmetics > Tools &amp; Accessories > Makeup Accessories|Cosmetics > Tools &amp; Accessories,,,Chique,0|1|0,,,,,Chique Face Kit,1|1|0,,20,2|0|0,
Bio Oil 200 ml,,2,1800,1499,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Serum &amp; Oil,,,Bio Oil,0|1|0,,,,,Bio-Oil Anti-Stretch Mark Oil|Bio-Oil Face Serum &amp; Oil|Bio-Oil Face Spot Remover,1|1|0,,20,2|0|0,
Real Techniques Brow set (UK),,1,1900,1450,,,,,simple,,Cosmetics > Tools &amp; Accessories > Makeup Accessories > Brush Set|Cosmetics|Cosmetics > Tools &amp; Accessories > Makeup Accessories|Cosmetics > Tools &amp; Accessories,,,Real Techniques,0|1|0,,,,,Real Techniques Brush Set,1|1|0,,20,2|0|0,
Max Touch 45 Marvelous Eye Shades,,1,1050,990,,,,,simple,,Cosmetics|Cosmetics > Makeup > Eye Makeup|Cosmetics > Makeup > Eye Makeup > Eye Shadow|Cosmetics > Makeup,,,Max Touch,0|1|0,,,,,Max Touch Eye Shadow,1|1|0,,20,2|0|0,
Veet Full Body Waxing Kit for Dry Skin,,6,550,,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Shaving &amp; Hair Removal,,,Veet,0|1|0,,,,,Veet Hair Remover,1|1|0,,20,2|0|0,
Veet Full Body Waxing Kit for Normal Skin,,5,550,,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene|Cosmetics > Skin &amp; Personal Care > Feminine Hygiene > Shaving &amp; Hair Removal,,,Veet,0|1|0,,,,,Veet Hair Remover,1|1|0,,20,3|0|0,
Xpel Tea Tree Facial Cleansing Wipes (UK),,4,250,,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Facial Wipes,,,XPEL,0|1|0,,,,,XPEL Facial Wipes,1|1|0,,20,2|0|0,
Xpel Tea Tree Facial Cleansing Wipes twin pack (UK),,2,500,450,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Facial Wipes,,,XPEL,0|1|0,,,,,XPEL Facial Wipes,1|1|0,,20,2|0|0,
Freeman Facial Polishing Charcoal And Black Sugar Gel Mask And Scrub,,1,850,690,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Masks &amp; Peels|Cosmetics > Skin &amp; Personal Care > Face Care > Scrub &amp; Exfoliator,,,Freeman,0|1|0,,,,,Freeman Mask &amp; Scrub,1|1|0,,20,2|0|0,
Freeman Brightening Peel-Off Gel Mask,,2,850,690,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Masks &amp; Peels,,,Freeman,0|1|0,,,,,Freeman Mask,1|1|0,,20,2|0|0,
St. Ives Blackhead Clearing Green Tea Scrub,,0,550,,,,,,simple,outofstock,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Scrub &amp; Exfoliator,,,St. Ives,0|1|0,,,,,St. Ives Facial Scrub,1|1|0,,20,2|0|0,
WOW Apple Cider Vinegar Shampoo - 500 ml,,0,1650,1449,,,,,simple,outofstock,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care|Cosmetics > Hair > Hair Care > Shampoo,,,WOW,0|1|0,,,,,WOW Shampoo,1|1|0,,20,2|0|0,
Tresemme Botanique Damage Recovery Shampoo (UK),,1,950,,,,,,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care|Cosmetics > Hair > Hair Care > Shampoo,,,TRESemmé,0|1|0,,,,,Tresemme Shampoo,1|1|0,,20,2|0|0,
Tresemme Botanique Curl Hydration Shampoo with Shea Butter (UK),,1,950,,,,,,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care|Cosmetics > Hair > Hair Care > Shampoo,,,TRESemmé,0|1|0,,,,,Tresemme Shampoo,1|1|0,,20,2|0|0,
Tresemme Keratin Smooth With Marula Oil Shampoo (UK),,0,950,,,,,,simple,outofstock,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care|Cosmetics > Hair > Hair Care > Shampoo,,,TRESemmé,0|1|0,,,,,Tresemme Shampoo,1|1|0,,20,2|0|0,
Simple Kind to Skin Micellar Cleansing Water (UK),,1,950,649,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Face Care > Cleanser|Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care,,,Simple,0|1|0,,,,,Simple Cleanser|Simple Makeup Remover,1|1|0,,20,2|0|0,
The Body Shop Tea Tree 3 in 1 Wash Scrub Mask (UK),,2,1350,1199,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Scrub &amp; Exfoliator,,,The Body Shop,0|1|0,,,,,The Body Shop Scrubs &amp; Exfoliators,1|1|0,,20,2|0|0,
The Body Shop Vitamin E Gentle Facial Wash (UK),,2,1350,1049,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Face Wash,,,The Body Shop,0|1|0,,,,,The Body Shop Face Wash,1|1|0,,20,2|0|0,
The Body Shop Cactus Blossom Softening Body Butter (UK),,1,1500,1350,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Body Care > Body Butter|Cosmetics > Skin &amp; Personal Care > Body Care|Cosmetics|Cosmetics > Skin &amp; Personal Care,,,The Body Shop,0|1|0,,,,,The Body Shop Body Butter,1|1|0,,20,2|0|0,
The Body Shop Rich Pulm Softening Body Butter (UK),,1,1500,1350,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Body Care > Body Butter|Cosmetics > Skin &amp; Personal Care > Body Care|Cosmetics|Cosmetics > Skin &amp; Personal Care,,,The Body Shop,0|1|0,,,,,The Body Shop Body Butter,1|1|0,,20,2|0|0,
The Body Shop Banana Nourishing Body Butter (UK),,1,1500,1350,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Body Care > Body Butter|Cosmetics > Skin &amp; Personal Care > Body Care|Cosmetics|Cosmetics > Skin &amp; Personal Care,,,The Body Shop,0|1|0,,,,,The Body Shop Body Butter,1|1|0,,20,2|0|0,
Bragg Organic Apple Cider Vinegar (With the Mother) - 473ml,,5,1050,950,,,,,simple,,Uncategorized,,,Bragg,0|1|0,,,,,Bragg Apple Cider Vinegar,1|1|0,,20,2|0|0,
Sepnil Instant Hand Sanitizer 40ml,,24,80,75,,,,,simple,,Cosmetics > Corona Safety|Cosmetics > Non Discounted,,,Sepnil,0|1|0,,,,,Sepnil Hand Sanitizer,2|1|0,,20,3|0|0,
Sepnil Instant Hand Sanitizer 100ml,,12,150,140,,,,,simple,,Cosmetics > Corona Safety,,,Sepnil,0|1|0,,,,,Sepnil Hand Sanitizer,1|1|0,,20,2|0|0,
The Body Shop British Rose Instant Glow Body Butter,,1,1750,1490,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Body Care > Body Butter|Cosmetics > Skin &amp; Personal Care > Body Care|Cosmetics|Cosmetics > Skin &amp; Personal Care,,,The Body Shop,0|1|0,,,,,The Body Shop Body Butter,1|1|0,,20,2|0|0,
The Body Shop Hemp Heavy Duty Body Moisture Protector,,1,1500,1350,,,,,simple,,Cosmetics > Skin &amp; Personal Care > Body Care > Body Butter|Cosmetics > Skin &amp; Personal Care > Body Care|Cosmetics|Cosmetics > Skin &amp; Personal Care,,,The Body Shop,0|1|0,,,,,The Body Shop Body Butter,1|1|0,,20,2|0|0,
Lakme 9 to 5 CC Complexion Care Cream- 01 Beige,F6301,2,550,,,,,,simple,,Cosmetics > Makeup > Face Makeup > BB &amp; CC|Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup,,,Lakme,0|1|0,,,,,Lakme CC Cream,1|1|0,,20,2|0|0,
WOW Skin Science Apple Cider Vinegar Shampoo - 200 ml,,0,850,,,,,,simple,outofstock,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care|Cosmetics > Hair > Hair Care > Shampoo,,,WOW,0|1|0,,,,,WOW Shampoo,1|1|0,,20,2|0|0,
WOW Apple Cider Vinegar Face Wash - 100ml,,1,850,790,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Face Wash|Cosmetics > Skin &amp; Personal Care,,,WOW,0|1|0,,,,,WOW Face Wash,1|1|0,,20,2|0|0,
WOW Skin Science Red Onion Black Seed Oil Shampoo,,0,1250,1199,,,,,simple,outofstock,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care|Cosmetics > Hair > Hair Care > Shampoo,,,WOW,0|1|0,,,,,WOW Face Wash,1|1|0,,20,2|0|0,
WOW Total Radiance Shampoo Argan Oil,,4,1250,1190,,,,,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care|Cosmetics > Hair > Hair Care > Shampoo,,,WOW,0|1|0,,,,,WOW Shampoo,1|1|0,,20,2|0|0,
WOW 10 In 1 Miracle Hair Oil,,1,1350,1290,,,,,simple,,Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care|Cosmetics > Hair > Hair Care > Hair Oil,,,WOW,0|1|0,,,,,WOW Hair Oil,1|1|0,,20,2|0|0,
WOW Skin Science Hair Conditioner - 150ml,,1,850,750,,,,,simple,,Cosmetics > Hair > Hair Care > Conditioner|Cosmetics|Cosmetics > Hair|Cosmetics > Hair > Hair Care,,,WOW,0|1|0,,,,,WOW Conditioner,1|1|0,,20,2|0|0,
WOW Skin Science Aloe Vera Multipurpose Beauty Gel for Skin and Hair,,0,750,699,,,,,simple,outofstock,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Hair|Cosmetics > Hair > Hair Care|Cosmetics > Skin &amp; Personal Care,,,WOW,0|1|0,,,,,WOW Aloe Vera Gel,1|1|0,,20,2|0|0,
WOW Skin Science Anti Aging Night Cream,,0,1450,1399,,,,,simple,outofstock,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Night Cream|Cosmetics > Skin &amp; Personal Care,,,WOW,0|1|0,,,,,WOW Night Cream,1|1|0,,20,2|0|0,
WOW Skin Science Activated Charcoal Face Mask,,2,1450,1390,,,,,simple,,Cosmetics|Cosmetics > Skin &amp; Personal Care > Face Care|Cosmetics > Skin &amp; Personal Care > Face Care > Masks &amp; Peels|Cosmetics > Skin &amp; Personal Care,,,WOW,0|1|0,,,,,WOW Face Masks &amp; Peels,1|1|0,,20,2|0|0,
W7 12 Hour HD Foundation - Honey,,9,950,570,,,,,simple,,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup > Face Makeup > Foundation|Cosmetics > Makeup,,,W7,0|1|0,,,,,W7 Foundation,1|1|0,,20,2|0|0,
W7 12 Hour HD Foundation - Tan,,6,950,570,,,,,simple,,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup > Face Makeup > Foundation|Cosmetics > Makeup,,,W7,0|1|0,,,,,W7 Foundation,1|1|0,,20,2|0|0,
W7 12 Hour HD Foundation - Golden,,3,950,570,,,,,simple,,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup > Face Makeup > Foundation|Cosmetics > Makeup,,,W7,0|1|0,,,,,W7 Foundation,1|1|0,,20,2|0|0,
W7 12 Hour HD Foundation - Suede,,3,950,570,,,,,simple,,Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup > Face Makeup > Foundation|Cosmetics > Makeup,,,W7,0|1|0,,,,,W7 Foundation,1|1|0,,20,2|0|0,
Makeup Revolution Shimmer Brick Palette,,3,1150,990,,,,,simple,,Cosmetics|Cosmetics > Makeup > Eye Makeup|Cosmetics > Makeup > Eye Makeup > Eye Shadow|Cosmetics > Makeup,,,Makeup Revolution,0|1|0,,,,,Makeup Revolution Eye Shadow,1|1|0,,20,2|0|0,
Nior No Transfer Matte Lipstick Pencil – 05,,4,350,,,,,,simple,,Uncategorized|Cosmetics|Cosmetics > Lip|Cosmetics > Lip > Lipstick,,,Nior,0|1|0,,,,,Nior Lipstick,1|1|0,,20,2|0|0,
Nior No Transfer Matte Lipstick Pencil – 60,,4,350,,,,,,simple,,Cosmetics|Cosmetics > Lip|Cosmetics > Lip > Lipstick,,,Nior,0|1|0,,,,,Nior Lipstick,1|1|0,,20,2|0|0,
Nior No Transfer Matte Lipstick Pencil – 30,,4,350,,,,,,simple,,Cosmetics|Cosmetics > Lip|Cosmetics > Lip > Lipstick,,,Nior,0|1|0,,,,,Nior Lipstick,1|1|0,,20,2|0|0,
Nior No Transfer Matte Lipstick Pencil – 40,,4,350,,,,,,simple,,Cosmetics|Cosmetics > Lip|Cosmetics > Lip > Lipstick,,,Nior,0|1|0,,,,,Nior Lipstick,1|1|0,,20,2|0|0,
Nior No Transfer Matte Lipstick Pencil – 25,,1,350,,,,,1,simple,,Cosmetics|Cosmetics > Lip|Cosmetics > Lip > Lipstick,,,,,,,,,,,,,,
Technic Faux Mink 3D False Lashes - London,,3,480,349,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Eye Makeup|Cosmetics > Makeup > Eye Makeup > False Eyelashes|Cosmetics > Makeup,,,Technic,0|1|0,,,,,Technic False Eyelashes,2|1|0,,20,3|1|0,
Technic Faux Mink 3D False Lashes - Paris,,3,480,349,,,,1,simple,,Cosmetics|Cosmetics > Makeup > Eye Makeup|Cosmetics > Makeup > Eye Makeup > False Eyelashes|Cosmetics > Makeup,,,Technic,0|1|0,,,,,Technic False Eyelashes,1|1|0,,20,2|1|0,
Technic Blush Palette - Cool Edit,,3,650,540,,,,1,simple,,Cosmetics > Makeup > Face Makeup > Blush|Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup,,,Technic,0|1|0,,,,,Technic Blush,1|1|0,,20,2|0|0,
Technic Blush Palette - Warm Edit,,3,650,540,,,,1,simple,,Cosmetics > Makeup > Face Makeup > Blush|Cosmetics|Cosmetics > Makeup > Face Makeup|Cosmetics > Makeup,,,Technic,0|1|0,,,,,Technic Blush,1|1|0,,20,2|0|0,
Jordana Sweet Cream Matte Liquid Lip Color - 26 Currant Jam,,17,550,449,,,,1,simple,,Cosmetics|Cosmetics > Lip|Cosmetics > Lip > Lipstick,,,Jordana,0|1|0,,,,,Jordana Lipstick,1|1|0,,20,2|0|0,
